X,Y,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName,LocationX,LocationY
3680188.06544013,528742.740202472,1458102,ACE HOTEL,630 CARONDELET ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ACE GROUP NEW ORLEANS LLC,3680188.06543,528742.740096
3681251.65780114,531115.07043156,1458103,ACME OYSTER HOUSE,724 IBERVILLE ST,,NEW ORLEANS,LA,70130,504-522-5973,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RAWBAR, INC",3681251.65775,531115.070274
3673098.80402814,543854.265425563,1458104,ACORN CAFE,15 HENRY THOMAS DR,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ACORN CAFE, LLC",3673098.80392,543854.265358
3676314.4143948,540563.111902893,1458105,ACORN GLOBAL ENTERPRISES (PDL),3133 PONCE DE LEON ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ACORN GLOBAL ENTERPRISES, L3C, FAIR GRINDS",3676314.41422,540563.111819
3680422.01772813,535641.532507226,1458106,ADDICTION,1009 N CLAIBORNE AVE,,NEW ORLEANS,LA,70116,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"ADDICTION,LLC",3680422.01755,535641.532486
3674553.47795606,533867.81722264,1458107,ADDIS NOLA ETHIOPIAN AUTHENTIC CUISINE AND CULTURA,424 S BROAD ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ADDIS NOLA ETHIOPIAN AUTHENTIC CUISINE AND CULTURA,3674553.47777,533867.817221
3684754.99036139,534591.044122651,1458108,ADOLFO'S,611 FRENCHMEN ST,,NEW ORLEANS,LA,70116,504-840-9857,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ADOLFO'S RESTAURANT, INC",3684754.99036,534591.044101
3686707.5530573,552752.713835984,1458109,AFRODISIAC NOLA,5363 FRANKLIN AVE,,NEW ORLEANS,LA,70122,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AFRODISIAC ENTERPRISES,LLC",3686707.55311,552752.713814
3681713.91409446,537385.627444223,1458110,AJ'S JAZZY GRILL,1525 N CLAIBORNE AVE,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),AJ'S JAZZY GRILL LLC,3681713.91413,537385.627336
3678691.81679222,530187.70942539,1458111,ALBERTOS CHEESE AND WINE BISTRO,1100 N PETERS ST,11,NEW ORLEANS,LA,70130,504-905-6935,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ALBERTOS TAPAS LLC,3678691.8167,530187.70942
3678691.81679222,530187.70942539,1458112,ALI BABA RESTAURANT,732 SAINT PETER ST,,NEW ORLEANS,LA,70116,504-412-8111,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),LUISA ZETON,3678691.8167,530187.70942
3689244.42232738,534760.519833565,1458113,ALMA CAFE,800 LOUISA ST,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ALMA NOLA LLC,3689244.42243,534760.519622
3680112.84249347,530444.840800896,1458114,ALOFT NEW ORLEANS DOWNTOWN,225 BARONNE ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HRI LODGING LLC,3680112.84251,530444.840962
3678691.81679222,530187.70942539,1458115,ANCORA PIZZERIA,4508 FRERET ST,,NEW ORLEANS,LA,70115,707-391-8667,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LA VERA PIZZA,LLC",3678691.8167,530187.70942
3676233.24756238,532642.750775144,1458116,ANITA'S GRILL,2122 TULANE AVE,,NEW ORLEANS,LA,70112,504-523-1542,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ANITA GRILL INC,3676233.24763,532642.750788
3676480.76117496,520496.414831638,1458117,ANOTHER BROKEN EGG CAFE,2917 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),COJAK INVESTMENTS OF MAGAZINE LLC,3676480.7611,520496.414776
3668343.3614393,549411.150637224,1458118,ANOTHER BROKEN EGG CAFE,607 HARRISON AVE,,NEW ORLEANS,LA,70124,504-301-4667,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"COJAK INVESTMENTS OF HARRISON, LLC",3668343.36148,549411.150611
3678691.81679222,530187.70942539,1458119,ANTOINE'S RESTAURANT,713 SAINT LOUIS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ANTOINE'S RESTAURANT LLC,3678691.8167,530187.70942
3669683.44209246,518739.085997224,1458120,APOLLINE RESTAURANT,4729 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-894-8881,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LAMBAY GROUP, LLC.",3669683.44199,518739.086007
3698813.95863447,518842.42995064,1458121,APPLEBEE'S #9077,4005 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SOUTHERN RIVER RESTAURAN,3698813.95876,518842.429815
3678691.81679222,530187.70942539,1458122,AQUARIUM OF AMER. & WOLDENBERG RF PK,1 CANAL ST,,NEW ORLEANS,LA,70130,504-595-3474,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),AUDUBON NATURE INSTITUTEINC.,3678691.8167,530187.70942
3685583.36895397,536320.267042145,1458123,ARABELLA CASA DI PASTA,2258 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-267-6108,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PIERLAS RESTAURANT GROUP LLC,3685583.36911,536320.266951
3681948.5172998,531942.699681818,1458124,ARMANTINE SEAFOOD & SPIRITS,720 ST LOUIS ST,,NEW ORLEANS,LA,70130,504-669-6199,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BDO  LLC,3681948.51714,531942.699651
3681270.00356497,531640.161572978,1458125,ARNAUD'S RESTAURANT,813 BIENVILLE ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ARNAUD'S RESTAURANT, INC",3681270.00348,531640.161347
3678691.81679222,530187.70942539,1458126,ARTISAN CAFE,2514 SAINT CLAUDE AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ARTISAN CAFE,LLC",3678691.8167,530187.70942
3667005.8739568,533034.124664307,1458127,ASUKA SUSHI & HIBACHI,7912 EARHART BLVD,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GARYWEI FOOD SERVICE LLC,3667005.87399,533034.124676
3678691.81679222,530187.70942539,1458128,AT THE AVENUE,1416-18 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,504-676-8480,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AT THE AVENUE, INC",3678691.8167,530187.70942
3678691.81679222,530187.70942539,1458129,ATCHAFALAYA,901-903 LOUISIANA AVE,,NEW ORLEANS,LA,70115,504-891-9623,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JAFFE REST LLC,3678691.8167,530187.70942
3682256.06163222,530750.385465398,1458130,ATTIKI BAR & GRILL,230 DECATUR ST,,NEW ORLEANS,LA,70130,504-338-6488,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"EZF, LLC",3682256.06159,530750.38541
3681106.35920721,527739.527970061,1458131,AUCTION HOUSE MARKET,801 MAGAZINE ST,,NEW ORLEANS,LA,70130,504-605-3699,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"801 MAGAZINE MARKET,LLC",3681106.35925,527739.527999
3673306.5286783,520670.774391055,1458132,AUGUST MOON,3635 PRYTANIA ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CINDY & JOSEPH, LLC",3673306.52859,520670.774201
3678691.81679222,530187.70942539,1458133,AVENUE CAFE,1907 SAINT CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),OFFSIDE LLC,3678691.8167,530187.70942
3675074.61175631,533286.515563726,1458134,AVERYS PO BOYS,2510 TULANE AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AVERY'S PO BOYS,LLC",3675074.61179,533286.515396
3678691.81679222,530187.70942539,1458135,AVO,5908 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"TWO BOOTS,LLC",3678691.8167,530187.70942
3681449.32997797,533353.179800481,1458136,B SWEET BISTRO,704 N RAMPART ST,,NEW ORLEANS,LA,70131,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),B SWEET CAKES,3681449.33013,533353.179716
3661512.91282989,526837.537648067,1458137,BA CHI CANTEEN,7900 MAPLE ST,,NEW ORLEANS,LA,70118,504-373-5628,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SOS BROTHERS, L.L.C.",3661512.9129,526837.537662
3725153.71336955,559935.943563983,1458138,BA MIEN RESTAURANT,13235 CHEF MENTEUR HWY,C,NEW ORLEANS,LA,70129,504-255-0500,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BA MIEN CORPORATION,3725153.71328,559935.943517
3692531.41116022,533201.1797764,1458139,BACCHANAL,600  POLAND AVE,,NEW ORLEANS,LA,70117,504-948-9111,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BACCHANAL, LLC",3692531.41104,533201.17978
3688710.04281873,536024.4320039,1458140,BACK YARD GARDEN LLC,3036 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BACK YARD GARDEN LLC,3688710.04278,536024.432007
3680254.21917921,532474.750783056,1458141,BACKATOWN,301 BASIN ST,1,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),TREME CAFE LLC,3680254.21909,532474.75066
3675733.87093647,520063.93570973,1458142,BALCONY BAR & CAFE,1104 HARMONY ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BALCONY BAR & CAFE, INC",3675733.8708,520063.935736
3684922.52283472,536204.889648229,1458143,BALDWIN & CO,1030 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70116,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),BALDWIN & CO,3684922.52277,536204.889543
3684717.82606563,534254.364677891,1458144,BAMBOULA'S,514 FRENCHMEN ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BAMBOULA'S INC,3684717.82594,534254.364613
3660557.36487222,526590.369507223,1458145,BANGKOK THAI RESTAURANT,513 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),VILAY LLC,3660557.36486,526590.369534
3675462.14575814,519762.450748399,1458146,BANH MI BOYS,3244 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NOLA FOODIE LLC,3675462.14581,519762.45068
3685640.09521846,536324.243084058,1458147,BAO & NOODLE ST CLAUDE,2266 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AWESOME EXPRESS, LLC",3685640.09526,536324.243079
3660611.31817639,527515.158996224,1458148,BARCELONA TAPAS,720 DUBLIN ST,,NEW ORLEANS,LA,70118,504-861-4227,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CAFE VOLAGE, INC",3660611.31821,527515.158911
3672735.91170931,517576.322246641,1458149,BARRACUDA,3984 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BARRACUDA #1 LLC,3672735.91169,517576.32223
3686792.84553763,530767.036022648,1458150,BARRACUDA,446 PELICAN AVE,,NEW ORLEANS,LA,70114,865-235-7405,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BARRACUDA 2, LLC",3686792.84553,530767.036034
3673634.66089605,519089.436674476,1458151,BARU BISTRO & TAPAS,3700 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-895-2225,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BARU BISTRO & TAPAS, LLC",3673634.66075,519089.436727
3675649.55975339,519850.701228067,1458152,BASIN SEAFOOD & SPIRITS,3222 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TEAK GROUP LLC,3675649.55995,519850.70124
3660856.56473313,527173.089470401,1458153,BASKIN-ROBBINS RIVERBEND,706 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),AAISAKREEM LLC,3660856.56461,527173.089407
3669248.19460338,523951.407265484,1458154,BAYA BAR,4719 FRERET ST,,NEW ORLEANS,LA,70118,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),ESA GROUP LLC,3669248.19438,523951.407036
3681482.78102656,532204.561034724,1458155,BAYONA,430 DAUPHINE ST,,NEW ORLEANS,LA,70112,504-568-9591,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BAYONA CORPORATION,3681482.78082,532204.560835
3678691.81679222,530187.70942539,1458156,BAYOU BISTRO,3340 BIENVILLE ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BAYOU BISTRO LOUISIANA CUISINE,LLC",3678691.8167,530187.70942
3678691.81679222,530187.70942539,1458157,BAYOU BREAKFAST,3111 GRAND ROUTE ST JOHN,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BAYOU BREAKFAST LLC,3678691.8167,530187.70942
3675601.18583439,519833.875474304,1458158,BAYOU BURGER AND SPORTS COMPANY,3226 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"3226 MAGAZINE ST CCRC,LLC",3675601.18568,519833.875448
3674639.32260063,552118.685576484,1458159,BAYOU DISTRICT FOUNDATION,1051 FILMORE AVE,,NEW ORLEANS,LA,70124,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),BAYOU DISTRICT FOUNDATION,3674639.32264,552118.685526
3667289.30121148,528026.216373056,1458160,BAYOU HOT WINGS,6221 S CLAIBORNE AVE,SUITE 104,NEW ORLEANS,LA,70125,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),ALLEN NGUYEN & KYLE MAKEPEACE,3667289.30106,528026.216383
3674685.80643155,551687.547987312,1458161,BAYOU OAKS,1040 FILMORE AVE,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),1040 BAYOU OAKS,3674685.80635,551687.547861
3682413.31328622,530959.820413977,1458162,BEACHBUM BERRY'S LATITUDE 29,320 DECATUR ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BEACHBUM BERRY LLC,3682413.31324,530959.820226
3670154.44213472,524174.154195309,1458163,BEARCAT CAFE,2521 JENA ST,STE A,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BEARCAT FRERET LLC,3670154.44212,524174.1543
3676626.42689414,534324.045312807,1458164,BEAUCOUP EATS,2323 CANAL ST,,NEW ORLEANS,LA,70119,504-330-6000,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),BEAUCOUP EATS LLC,3676626.42683,534324.045381
3683751.98383722,533982.492190138,1458165,BENNACHIN RESTAURANT,1212 ROYAL ST,,NEW ORLEANS,LA,70116,504-236-6315,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FANTA TAMBAJANG,3683751.98396,533982.492229
3675781.41382039,534665.755587399,1458166,BETSY'S PANCAKE HOUSE,2542 CANAL ST,,NEW ORLEANS,LA,70119,504-822-0213,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BETSY'S PANCAKE HOUSE IN,3675781.41365,534665.755526
3671680.87084039,538801.600005984,1458167,BEVI SEAFOOD CO.,236 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,504-236-8378,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JKBV SEAFOOD  LLC,3671680.87079,538801.600009
3678691.81679222,530187.70942539,1458168,BIENVILLE CLUB BAR,666 GRAVIER ST,,NEW ORLEANS,LA,70130,504-585-0361,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LE MOYNE DE BIENVILLE CLUB BAR, LLC",3678691.8167,530187.70942
3678691.81679222,530187.70942539,1458169,BIENVILLE RESTAURANT,4327 BIENVILLE ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BIENVILLE RESTAURANT LLC,3678691.8167,530187.70942
3681821.06217414,532142.1385874,1458170,BIG EASY OF ST LOUIS,501 BOURBON ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),501 A BOURBON  LLC,3681821.06223,532142.138755
3682968.99196489,531854.430501401,1458171,BIG EASY OF WILKINSON,617 DECATUR ST,,NEW ORLEANS,LA,70130,504-250-1780,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),617 DECATUR LLC,3682968.99208,531854.430531
3679959.54785255,529827.668806896,1458172,BIG PIE PIZZA,407 BARONNE ST,,NEW ORLEANS,LA,70112,504-218-8656,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BIG PIE PIZZA LLC,3679959.5476,529827.668673
3673482.06179181,534234.434599638,1458173,BIG TASTEE RESTAURANT,2901 TULANE AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BTBG LLC,3673482.06177,534234.434373
3682183.77765605,534313.772367477,1458174,BIJOU RESTAURANT,1014 N RAMPART ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DPMJ,LLC",3682183.77749,534313.772293
3669345.25740139,538239.570946306,1458175,BISCUITS AND BUNS ON BANKS,4337 BANKS ST,,NEW ORLEANS,LA,70112,704-293-8585,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GOOD EATS NOLA LLC,3669345.25742,538239.571081
3665335.19882047,519083.322185397,1458176,BISTRO DAISY,5831 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-913-8567,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ITALIAN RESTAURATEURS,INC",3665335.1986,519083.321975
3680005.99001689,523219.042588472,1458177,BISUTORO 1581 LLC,1581 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BISUTORO,3680005.98984,523219.042619
3668775.38977472,523965.865241811,1458178,BLAZE PIZZA,5001 FRERET ST,STE: A,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SADDLES BLAZIN,LLC",3668775.38983,523965.865212
3679355.91388921,529017.045428142,1458179,BLAZE PIZZA,611 O'KEEFE AVE,C-9,NEW ORLEANS,LA,70113,504-722-2230,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SADDLES BLAZIN, LLC",3679355.91375,529017.045504
3680575.60337897,525194.061604306,1458180,BLUE GIANT NOLA,1300 MAGAZINE ST,,NEW ORLEANS,LA,70130,985-705-7570,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BLUE GIANT NOLA LLC,3680575.60335,525194.061565
3673311.8928408,540538.565035984,1458181,BLUE OAK BBQ,900 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FIRST CHAIR PRODUCTIONS LLC,3673311.89275,540538.565067
3675125.7435438,519625.366048813,1458182,BOIL SEAFOOD HOUSE,3340 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CONNECTING EXPRESS, LLC.",3675125.74344,519625.36588
3663983.01057997,526135.422254398,1458183,BOOT PIZZA AND GRILL,1039 BROADWAY ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NC AND AC ENTERPRISES OF NEW ORLEANS, LLC",3663983.01044,526135.42227
3671354.79898597,535364.234833479,1458184,BOSWELL JAMAICAN GRILL,3521 TULANE AVE,,NEW ORLEANS,LA,70119,504-482-6600,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DARBOZ INC,3671354.79899,535364.234822
3691157.10616605,535421.318052649,1458185,BOTANICALS NOLA,3726 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),BOTANICALS 102 LLC,3691157.10601,535421.318086
3662610.06417888,529251.454408139,1458186,BOUCHERIE,8115  JEANNETTE ST,,NEW ORLEANS,LA,70118,504-232-9394,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ZIMZIM, LLC",3662610.06419,529251.454273
3680442.85233213,535666.916642815,1458187,BOURBON AND BAILEY'S,1013 N CLAIBORNE AVE,,NEW ORLEANS,LA,70116,504-405-9948,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BOURBON AND BAILEY'S  LLC,3680442.85256,535666.916614
3681151.36075763,531167.409237638,1458188,BOURBON HOUSE,144 BOURBON ST,,NEW ORLEANS,LA,70130,504-274-1808,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BRASSERIE, LLC",3681151.36066,531167.409026
3682502.39119205,532793.75670673,1458189,BOURBON ORLEANS  HOTEL,717 ORLEANS AVE,,NEW ORLEANS,LA,70116,504-830-4292,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ST ANN LODGING LLC,3682502.39119,532793.756676
3662735.66038439,529251.781835318,1458190,BOURREE AT BOUCHERIE,1510 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ROCKETS,,LLC",3662735.66023,529251.781889
3680543.78224839,525068.503456473,1458191,BOWER,1320 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BOWER NOLA LLC,3680543.78203,525068.503165
3689449.72244172,534116.980766311,1458192,BRATZ Y'ALL!,617 PIETY ST,B,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BRATZ Y'ALL BISTRO BAKERY & BIERGARTEN LLC,3689449.72239,534116.980613
3680590.93405697,530318.11369215,1458193,BREADS ON OAK,222 CARONDELET ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),BREADS ON OAK LLC,3680590.93378,530318.113602
3686806.40981497,535398.587126985,1458194,BREAKAWAY'S R&B,2529 DAUPHINE ST,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SPOONBILL KITCHENS LLC,3686806.40975,535398.587142
3681967.61437447,531749.918571308,1458195,BRENNAN'S,417 ROYAL ST,,NEW ORLEANS,LA,70130,504-539-5512,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),417 ROYAL RESTAURANT LLC,3681967.61423,531749.918531
3660440.65316339,527722.234369472,1458196,BRIGTSEN'S,723 DANTE ST,,NEW ORLEANS,LA,70118,504-947-2981,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BRIGTSEN'S INC,3660440.65293,527722.234431
3682197.17001772,528101.105330899,1458197,BRIQUETTE,701 S PETERS ST,,NEW ORLEANS,LA,70130,504 460 3886,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BRIQUETTE WAREHOUSE LLC,3682197.16981,528101.105279
3660889.35206914,521791.748527065,1458198,BROADWAY SERVICES,150 BROADWAY ST,,NEW ORLEANS,LA,70118,504-865-9514,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BROADWAY SERVICES, INC",3660889.352,521791.748474
3681515.88266638,531981.671060562,1458199,BROUSSARD'S RESTAURANT,819 CONTI ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BROUSSARD'S RESTAURANT LLC,3681515.88271,531981.671043
3671458.68099605,538903.728738725,1458200,BROWN BUTTER SOUTHERN KITCHEN & BAR,231 N CARROLLTON AVE,C,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BROWN BUTTER SOCIETY,LLC",3671458.68084,538903.72865
3685999.82054889,546811.502621308,1458201,BROWN DERBY #4,3737 CLEMATIS ST,,NEW ORLEANS,LA,70122,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SANAD LLC,3685999.82057,546811.502353
3670049.17725338,535735.410600305,1458202,BSTRO NOLA,3900 TULANE AVE,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),BSTRO NOLA LLC,3670049.17703,535735.410695
