X,Y,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName,LocationX,LocationY
3704342.08340497,559373.338389978,119760,CROWDER CHEVRON,7000 CROWDER BLVD,,NEW ORLEANS,LA,70127,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"LILY & COMPANY, LLC",3704342.0833,559373.338333
3669913.78218296,531823.220261976,119761,DAVIS STORE 153,1308 S NORMAN C FRANCIS PKWY,,NEW ORLEANS,LA,70125,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,1308 JEFFERSON DAVIS LLC,3669913.78234,531823.220355
3714387.12138572,555106.960439816,119762,DAY & NIGHT DISCOUNT #2,10422 CHEF MENTEUR HWY,B,NEW ORLEANS,LA,70127,504-248-7340,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"DAY & NICHT, LLC",3714387.12146,555106.960281
3672553.49704789,526110.318630055,119763,DELTA FUEL PLUS,3300 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,504-895-1126,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,DELTA FUEL MANAGEMENT LLC,3672553.49697,526110.318398
3678691.81679222,530187.70942539,119764,DIAMOND DISCOUNT,15200 CHEF MENTEUR,,NEW ORLEANS,LA,70129,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,DIAMOND DISCOUNT LLC,3678691.8167,530187.70942
3660604.3237678,526908.20581381,119765,DIAZ MARKET RIVERBEND,600 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-832-2165,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"DIAZ II, INC.",3660604.32384,526908.205566
3697205.01139306,551152.817429483,119766,DISCOUNT -N- OUT,6050 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,504-248-5772,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"DISCOUNT -N- OUT, LLC",3697205.01143,551152.817493
3678691.81679222,530187.70942539,119767,DISCOUNT BROAD CENTER,3303 S BROAD STREET,,NEW ORLEANS,LA,70125,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"DISCOUNT BROAD CENTER, LLC",3678691.8167,530187.70942
3674831.07713838,528137.760113224,119768,DISCOUNT CITY,2013 S CLAIBORNE AVE,D,NEW ORLEANS,LA,70125,,1101 - CONVENIENCE STORES,T & HO LLC,3674831.07694,528137.760063
3695993.59878963,554711.652175307,119769,DISCOUNT EAST,4901 DOWNMAN RD,,NEW ORLEANS,LA,70126,504-244-7301,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"DISCOUNT EAST, LLC",3695993.59856,554711.652248
3724137.81120189,558588.727098316,119770,DISCOUNT ZONE,12930 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70129,504-780-8300,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,510 DISCOUNT ZONE LLC,3724137.81107,558588.727004
3662471.73079413,528955.205000639,119771,DISCOUNT ZONE,1400 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-480-8300,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"CARROLLTON DISCOUNT ZONE, LLC",3662471.73075,528955.204864
3681429.45403346,536549.216387391,119772,DISCOUNT ZONE,1533 ESPLANADE AVE,,NEW ORLEANS,LA,70116,,"1142 - GASOLINE STATIONS, OTHER",AR MART LLC,3681429.45404,536549.216455
3681429.45403346,536549.216387391,119773,DISCOUNT ZONE,1533 ESPLANADE AVE,,NEW ORLEANS,LA,70116,504-236-8095,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,SPUR DISCOUNT STORE #3  INC,3681429.45404,536549.216455
3673974.62642346,521289.704583645,119774,"DISCOUNT ZONE, INC",3434 ST CHARLES AVE,,NEW ORLEANS,LA,70115,504-258-1222,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"FAST TRUCK, INC",3673974.62644,521289.704697
3696292.92922772,551725.698829651,119775,DOWNMAN SHELL,3901 DOWNMAN RD,,NEW ORLEANS,LA,70126,504-982-6291,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"WYNVINA SIX, INC",3696292.92906,551725.698581
3684496.3074798,544270.927978069,119776,ELYSIAN 166,3101 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70122,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"ELYSIAN FIELDS OPERATIONS NO.1, LLC",3684496.30735,544270.927951
3684214.01604964,543927.469347388,119777,ELYSIAN 167,3032 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70112,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"ELYSIAN FIELDS OPERATIONS NO. 2, LLC",3684214.01589,543927.469326
3683202.15390013,556241.644194067,119778,ELYSIAN FIELDS SHELL,6300 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70122,504-884-8766,1101 - CONVENIENCE STORES,"M & S  OIL SERVICES, L.L.C.",3683202.15394,556241.64425
3678691.81679222,530187.70942539,119779,EMPIRE EXPRESS,4301 LOUISA DRIVE,A,NEW ORLEANS,LA,70126,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"EMPIRE EXPRESS, LLC",3678691.8167,530187.70942
3665409.63403906,549711.16119206,119780,FLEUR DE LIS CAR CARE CENTER,247 W HARRISON AVE,,NEW ORLEANS,LA,70124,,"1142 - GASOLINE STATIONS, OTHER","BERGERON, C RAY         BERGERON, C RAY",3665409.63412,549711.161108
3680828.77085164,532745.325701222,119781,FOOD N FUN #24,447 N RAMPART ST,,NEW ORLEANS,LA,70112,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"SPOONBILL VENTURES,LLC",3680828.77077,532745.325636
3686968.27136789,536608.788118646,119782,FRANKLIN AVE SHELL,1100 FRANKLIN AVE,,NEW ORLEANS,LA,70117,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"FRANKLIN AVE SHELL, INC",3686968.27132,536608.788167
3697682.00978288,557614.915069565,119783,FUEL EXPRESS MART,6500 I 10 E SERVICE RD,,NEW ORLEANS,LA,70126,504-376-7699,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"M G EXPRESS, LLC",3697682.0097,557614.914971
3671199.02764396,525814.783459976,119784,FUEL N MART,4140 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,504-891-1852,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"TWO GUYS WITH GAS, INC",3671199.02747,525814.783357
3699081.53421481,561544.937065139,119785,FUEL N MART,7220 HAYNE BLVD,,NEW ORLEANS,LA,70126,,1101 - CONVENIENCE STORES,ANZ LLC,3699081.53405,561544.937055
3691466.22956355,549683.87679781,119786,FUEL ZONE,4500 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,,1101 - CONVENIENCE STORES,FUEL ZONE LLC,3691466.2294,549683.876884
3669386.18186022,554558.352285057,119787,GAUCHETS ROCKERY SERVICE,722 ROBERT E LEE BLVD,,NEW ORLEANS,LA,70124,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,GAUCHET DANNY L JR/STANL,3669386.1819,554558.352216
3689563.47319847,548862.437823892,119788,GENTILLY CHEVRON,4046 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,504-279-6013,"1142 - GASOLINE STATIONS, OTHER","GENTILLY CHEVRON, INC.",3689563.47318,548862.437843
3679940.00917771,544054.443502888,119789,GENTILLY SHELL,2035 GENTILLY BLVD,,NEW ORLEANS,LA,70119,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"OTTALLAH, INC",3679940.00904,544054.443406
3674457.15334556,538627.199108064,119790,IDEAL DISCOUNT MARKET,3340 ORLEANS AVE,,NEW ORLEANS,LA,70119,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"ORLEANS AVENUE MARKET,LLC",3674457.15336,538627.199113
3673465.84397647,519001.366640642,119791,JETGO,3720 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-269-0246,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"AL-MALIK, INC",3673465.84385,519001.366455
3678691.81679222,530187.70942539,119792,KENILWORTH SPUR,6501 I 10 E SERVICE RD,,NEW ORLEANS,LA,70126,504-782-3530,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"HINGEL PETROLEUM,LLC",3678691.8167,530187.70942
3693548.93241914,536536.338460401,119793,KEY'S FUEL MART 3,4401 N ROBERTSON ST,,NEW ORLEANS,LA,70117,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"4401 FUEL MART,INC",3693548.93232,536536.338375
3710769.39633772,561036.189394981,119794,LAKE FOREST SPUR,5901 READ BLVD,,NEW ORLEANS,LA,70127,504-248-8885,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"HINGEL PETROLEUM,LLC",3710769.39621,561036.189342
3679027.57399473,555251.686856389,119795,LAKE TERRACE CROSSING,1600 ROBERT E LEE BLVD,,NEW ORLEANS,LA,70122,504-565-3722,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"SALJER,LLC",3679027.57403,555251.686873
3670225.90590255,549040.399410233,119796,LAKEVIEW DISCOUNT,932 HARRISON AVE,,NEW ORLEANS,LA,70124,504-895-2001,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,LAKEVIEW DISCOUNT INC,3670225.90574,549040.399251
3687146.58072256,545512.110863149,119797,LT INVESTMENTS LLC,3400 FRANKLIN AVE,,NEW ORLEANS,LA,70122,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,LT INVESTMENTS LLC,3687146.58089,545512.110672
3678893.21862039,522160.518786892,119798,MAGAZINE FUEL LLC,2135 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,MAGAZINE FUEL LLC,3678893.21858,522160.51865
3677114.06699497,520909.258494139,119799,MAGAZINE SPUR,2727 MAGAZINE ST,,NEW ORLEANS,LA,70130,504-895-2001,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"AL-MONA, INC",3677114.0669,520909.258425
3684998.50660664,538213.613321066,119800,MAGNOLIA DISCOUNT,1601 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70117,504-250-3914,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"FOUAD JR. VENTURES, LLC",3684998.50652,538213.613129
3695409.81813306,521271.257113978,119801,MAGNOLIA DISCOUNT,3054 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,504-453-0466,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,RICKS GENERAL DEGAULLE LLC,3695409.81814,521271.256953
3667497.20007388,534133.842281148,119802,MAGNOLIA DISCOUNT,3415 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,THUMBS UP RACE TWO LLC,3667497.20007,534133.842373
3682394.57316622,534792.003694475,119803,MANNINO'S P & M TEXACO SERVICE,1139 N RAMPART ST,,NEW ORLEANS,LA,70116,504-522-5255,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,MANNINO'S P & M TEXACO  SER INC,3682394.57314,534792.003718
3684742.60062239,541439.411003307,119804,MARDI GRAS TRUCK STOP,2411 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70117,504-945-1000,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,MALONEY CINQUE LTD,3684742.60073,541439.410892
3678691.81679222,530187.70942539,119805,"MARK'S MID-CITY SERVICE STATION, INC.",4440 S CARROLLTON AVE,,NEW ORLEANS,LA,70119,504-488-0618,"1142 - GASOLINE STATIONS, OTHER","MARK'S MID-CITY SERVICE STATION, INC.",3678691.8167,530187.70942
3697411.75080897,516123.847133234,119806,MURPHY USA #7138,3921 BEHRMAN HWY,,NEW ORLEANS,LA,70131,504-368-8385,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"MURPHY OIL USA,INC",3697411.75063,516123.84722
3676747.53524771,537213.05134581,119807,ORLEANS CENTER MARKET,2707 ORLEANS AVE,,NEW ORLEANS,LA,70119,,1101 - CONVENIENCE STORES,ORLEANS CENTER MARKET LLC,3676747.53512,537213.051272
3679730.33144747,543844.936375976,119808,PARIS AVENUE SUPERETTE,2025 GENTILLY BLVD,,NEW ORLEANS,LA,70119,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"PARIS AVENUE SUPERETTE, INC.",3679730.33141,543844.936142
3684247.07142971,547837.046830058,119809,PETRO SAVE,3201 GENTILLY BLVD,,NEW ORLEANS,LA,70127,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"PETRO SAVE, LLC",3684247.07145,547837.04661
3677942.03777997,531999.361313894,119810,QUICK TRIP DISCOUNT,1635 TULANE AVE,,NEW ORLEANS,LA,70112,504-382-5335,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,QUICK TRIP DISCOUNT LLC,3677942.03771,531999.361283
3696226.37719546,520903.798859388,119811,RACETRAC #2383,3500 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,RACETRAC PETROLEUM INC.,3696226.37693,520903.798713
3668073.02011646,541903.128251731,119812,RAGIN CAJUN DELI,5151 CANAL BLVD,A,NEW ORLEANS,LA,70124,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,RAGIN CAJUN FUEL,3668073.01997,541903.128012
3708926.28388222,563458.431925818,119813,READ SHELL,7358 READ BLVD,,NEW ORLEANS,LA,70128,504-908-5876,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"NKHAN, INC.",3708926.28388,563458.43184
3686296.35243614,555832.849079892,119814,ROGERS CHEVRON SERVICE,6132 FRANKLIN AVE,,NEW ORLEANS,LA,70122,,"1142 - GASOLINE STATIONS, OTHER","SIGSWORTH, ROGER",3686296.35254,555832.849113
3694159.19924322,559583.274977982,119815,SPEED RACER,8020 DOWNMAN RD,104,NEW ORLEANS,LA,70126,504-248-2005,1101 - CONVENIENCE STORES,COMPAK DELI INC,3694159.19933,559583.275165
3702286.40182081,523030.039685652,119816,SPUR GENERAL MEYER,4901 GENERAL MEYER AVE,,NEW ORLEANS,LA,70131,504-393-9939,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,SPUR GENERAL MEYER LLC,3702286.40177,523030.039547
3700989.42606831,517641.475659639,119817,STORE #140,4662 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70131,504-366-2413,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,4662 GDD LLC,3700989.42602,517641.475382
3693043.13421814,521933.018585727,119818,STORE #142,2601 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,504-366-5639,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,2601 GEN DEGAULLE LLC,3693043.13405,521933.018682
3673164.73303014,526887.061499149,119819,SUPER DISCOUNT GAS,2727 S CLAIBORNE AVE,UNIT C,NEW ORLEANS,LA,70125,504-363-0054,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"SUPER DISCOUNT GAS, INC",3673164.73307,526887.061438
3699796.45109205,552111.595367566,119820,TEX MART,6733 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,504-333-6282,1101 - CONVENIENCE STORES,TEX MART INC,3699796.45104,552111.595542
3681748.65090163,526511.28928481,119821,THE WARE HOUSE GAS COMPANY,1011 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,504-565-5462,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"THE WARE HOUSE GAS COMPANY, LLC",3681748.65084,526511.28915
3680346.0303473,541674.479758888,119822,TRIANGLE DELI,1904 N BROAD ST,,NEW ORLEANS,LA,70119,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"HALO III, LLC",3680346.03035,541674.479756
3672178.50271913,534900.137008399,119823,TULANE SHELL,3321 TULANE AVE,,NEW ORLEANS,LA,70119,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,OTTALLAH 2 INC,3672178.50267,534900.137158
3667260.57718755,527794.413358971,119824,UNIVERSITY SHELL,6201 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,LA GUARDIA AND MCADAMS ENTERPRISES INC,3667260.57735,527794.413183
3678893.21862039,522160.518786892,119825,YOUSUF SHELL SELF SERVE,2135 MAGAZINE ST,,NEW ORLEANS,LA,70130,504-669-7866,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"YOUSUF, MUNIBUDDIN",3678893.21858,522160.51865
